Candidate_ID,Name,Age,Age_Range,Gender,Employment_Status_at_time_of_offer,Location,Role,Source,Applied_Date,Current_Status,Offer_Date,Promised_Joining,Join_Date,Joining_Gap,Action_Needed
Z8TZHYD,Michael Ray Taylor,42,Aging,Non-Binary,Employed,Hyderabad,Manager,Internal,21-05-2025,Joined,07-06-2025,Immediately,16-06-2025,,No Action
V57DNYC,Heidi Sue Wilson,35,Middle Aged,Male,Employed,New York,Engineer,Job Portal,23-05-2025,Accepted,12-06-2025,30 Days,,,Send reminder
K3HWHYD,David Scott Jones,41,Aging,Female,Unemployed,Hyderabad,Engineer,Campus,03-05-2025,Joined,22-05-2025,15 Days,29-05-2025,,No Action
R5LXSGP,William Rose Jones,26,Young,Female,Student,Singapore,Analyst,Internal,14-05-2025,Accepted,31-05-2025,30 Days,,,Send reminder
7AQTLON,Olivia Thomas Anderson,30,Middle Aged,Non-Binary,Employed,London,Designer,Internal,11-05-2025,Joined,22-05-2025,Immediately,03-06-2025,12,No Action
8EACLON,Ivan Beth Thompson,32,Middle Aged,Male,Employed,London,Engineer,Campus,19-05-2025,Interviewed,,,,8,Await Decision
U0VALON,Sarah Dean Davis,38,Middle Aged,Non-Binary,Employed,London,Analyst,Campus,08-05-2025,Joined,26-05-2025,30 Days,06-06-2025,13,No Action
VCM9LON,Emily Jane Garcia,33,Middle Aged,Female,Employed,London,Designer,Referral,10-05-2025,Joined,29-05-2025,Immediately,07-06-2025,,No Action
K1Y7LON,Eve William Jackson,39,Middle Aged,Male,Employed,London,Engineer,Internal,15-05-2025,Offered,26-05-2025,15 Days,,,Follow up
FVDAHYD,William Mae Anderson,25,Young,Female,Employed,Hyderabad,Designer,Campus,12-05-2025,Interviewed,,,,,Await Decision
9BEILON,Heidi Marie Martin,34,Middle Aged,Male,Employed,London,Engineer,Internal,15-05-2025,Offered,03-06-2025,30 Days,,,Follow up
K0J7HYD,Emily Elizabeth Smith,43,Aging,Female,Unemployed,Hyderabad,Engineer,Job Portal,08-05-2025,Interviewed,,,,,Await Decision
I6JRHYD,Emily Louise Martinez,31,Middle Aged,Male,Unemployed,Hyderabad,Manager,Internal,20-05-2025,Joined,08-06-2025,Immediately,20-06-2025,,No Action
9SDTLON,Ivan Elizabeth Moore,24,Young,Male,Employed,London,Engineer,Job Portal,22-05-2025,Joined,06-06-2025,30 Days,14-06-2025,,No Action
NQ50NYC,Judy William Martin,23,Young,Female,Employed,New York,Manager,Campus,10-05-2025,Joined,26-05-2025,30 Days,08-06-2025,,No Action
QWQ4NYC,Ivan William Jackson,42,Aging,Female,Employed,New York,Analyst,Campus,15-05-2025,Accepted,28-05-2025,Immediately,,,Send reminder
X26MHYD,Judy Louise Miller,37,Middle Aged,Non-Binary,Employed,Hyderabad,Engineer,Campus,30-04-2025,Interviewed,,,,,Await Decision
O29CHYD,William William Smith,28,Young,Female,Unemployed,Hyderabad,Designer,Campus,01-05-2025,Offered,14-05-2025,Immediately,,,Follow up
1SIZNYC,Ava Rose Jones,34,Middle Aged,Female,Employed,New York,Manager,Campus,22-05-2025,Offered,11-06-2025,Immediately,,,Follow up
PW43LON,Daniel Marie Anderson,43,Aging,Male,Employed,London,Manager,Job Portal,27-04-2025,Interviewed,,,,,Await Decision
51EYLON,Daniel Scott Moore,22,Young,Male,Unemployed,London,Manager,Job Portal,09-05-2025,Accepted,21-05-2025,Immediately,,,Send reminder
4TGDSGP,Michael Lee Smith,34,Middle Aged,Female,Employed,Singapore,Manager,Job Portal,28-04-2025,Offered,11-05-2025,15 Days,,,Follow up
WTOSSGP,Alice Lee Robinson,25,Young,Male,Unemployed,Singapore,Engineer,Campus,14-05-2025,Offered,31-05-2025,Immediately,,,Follow up
FNDYSGP,Ava Victoria Rodriguez,22,Young,Female,Employed,Singapore,Analyst,Campus,30-04-2025,Accepted,13-05-2025,30 Days,,14,Send reminder
1SBDSGP,Michael Rose Wilson,35,Middle Aged,Male,Unemployed,Singapore,Analyst,Campus,24-04-2025,Accepted,10-05-2025,15 Days,,,Send reminder
1F3QNYC,Judy Marie Rodriguez,31,Middle Aged,Male,Employed,New York,Analyst,Job Portal,24-04-2025,Offered,12-05-2025,30 Days,,,Follow up
R57DHYD,David Grace Jackson,44,Aging,Male,Employed,Hyderabad,Analyst,Campus,04-05-2025,Accepted,22-05-2025,30 Days,,,Send reminder
5L0YHYD,Charlie Lee Davis,33,Middle Aged,Male,Employed,Hyderabad,Manager,Referral,11-05-2025,Interviewed,,,,,Await Decision
15ANSGP,Sophia Lynn Harris,39,Middle Aged,Female,Unemployed,Singapore,Engineer,Referral,03-05-2025,Offered,22-05-2025,Immediately,,,Follow up
DYYSHYD,Judy Lynn Martin,26,Young,Non-Binary,Student,Hyderabad,Manager,Internal,12-05-2025,Interviewed,,,,,Await Decision
FVV4SGP,Michael Elizabeth Thompson,43,Aging,Female,Unemployed,Singapore,Analyst,Job Portal,16-05-2025,Offered,30-05-2025,30 Days,,,Follow up
EEGWLON,Ivan Lynn Miller,39,Middle Aged,Female,Unemployed,London,Designer,Internal,24-04-2025,Joined,12-05-2025,30 Days,26-05-2025,15,No Action
09MNNYC,Charlie Victoria Davis,34,Middle Aged,Female,Employed,New York,Manager,Internal,16-05-2025,Interviewed,,,,,Await Decision
ULV0HYD,David Beth Thompson,25,Young,Non-Binary,Employed,Hyderabad,Designer,Job Portal,23-05-2025,Interviewed,,,,15,Await Decision
L0KDSGP,Daniel Mae Wilson,38,Middle Aged,Non-Binary,Employed,Singapore,Analyst,Job Portal,02-05-2025,Interviewed,,,,,Await Decision
1ZSSLON,Ivan Ray White,30,Middle Aged,Female,Unemployed,London,Analyst,Job Portal,08-05-2025,Offered,20-05-2025,30 Days,,,Follow up
8K4WNYC,Olivia Dean Martin,35,Middle Aged,Male,Unemployed,New York,Designer,Referral,23-05-2025,Accepted,07-06-2025,15 Days,,,Send reminder
SZ4ONYC,Ivan Sue Harris,32,Middle Aged,Female,Employed,New York,Manager,Internal,17-05-2025,Offered,05-06-2025,Immediately,,12,Follow up
NXHPLON,James Ann Martin,45,Aging,Female,Unemployed,London,Manager,Internal,28-04-2025,Interviewed,,,,,Await Decision
AI66NYC,Heidi Marie Thompson,30,Middle Aged,Female,Employed,New York,Engineer,Job Portal,28-04-2025,Joined,18-05-2025,Immediately,02-06-2025,8,No Action
0P74SGP,Frank Louise Davis,38,Middle Aged,Female,Unemployed,Singapore,Engineer,Referral,22-05-2025,Interviewed,,,,,Await Decision
64OELON,Sarah Drew Wilson,44,Aging,Male,Employed,London,Designer,Internal,21-05-2025,Joined,04-06-2025,15 Days,19-06-2025,,No Action
6M84LON,William Jane Anderson,25,Young,Male,Student,London,Engineer,Referral,23-05-2025,Interviewed,,,,,Await Decision
FM0JSGP,Grace Lee Harris,28,Young,Non-Binary,Unemployed,Singapore,Designer,Internal,26-04-2025,Interviewed,,,,7,Await Decision
3S2ASGP,James William Martin,31,Middle Aged,Male,Unemployed,Singapore,Engineer,Campus,29-04-2025,Offered,18-05-2025,15 Days,,,Follow up
IJ1VNYC,Olivia Grace Moore,27,Young,Male,Unemployed,New York,Analyst,Campus,09-05-2025,Joined,29-05-2025,30 Days,10-06-2025,,No Action
XJTDLON,Sarah Sue White,29,Young,Non-Binary,Employed,London,Analyst,Internal,21-05-2025,Accepted,05-06-2025,15 Days,,7,Send reminder
58SFNYC,Bob Marie Garcia,45,Aging,Male,Employed,New York,Engineer,Referral,21-05-2025,Joined,08-06-2025,Immediately,16-06-2025,,No Action
OH8RHYD,Judy Elizabeth Davis,27,Young,Male,Unemployed,Hyderabad,Designer,Referral,14-05-2025,Accepted,01-06-2025,15 Days,,8,Send reminder
2M18HYD,Charlie Lynn Anderson,39,Middle Aged,Female,Employed,Hyderabad,Engineer,Campus,16-05-2025,Offered,28-05-2025,Immediately,,9,Follow up
QYTRSGP,Judy Lee Moore,32,Middle Aged,Male,Employed,Singapore,Manager,Referral,27-04-2025,Accepted,14-05-2025,Immediately,,,Send reminder
RPTHHYD,Michael William Williams,42,Aging,Female,Employed,Hyderabad,Manager,Referral,13-05-2025,Joined,24-05-2025,15 Days,31-05-2025,,No Action
ZRFGHYD,Olivia Beth Martinez,25,Young,Male,Employed,Hyderabad,Manager,Campus,17-05-2025,Interviewed,,,,,Await Decision
45CMSGP,Heidi William Robinson,30,Middle Aged,Male,Unemployed,Singapore,Manager,Referral,12-05-2025,Interviewed,,,,,Await Decision
377SHYD,Heidi Beth Moore,23,Young,Non-Binary,Employed,Hyderabad,Engineer,Internal,08-05-2025,Joined,26-05-2025,Immediately,02-06-2025,,No Action
119HLON,William Mae Smith,33,Middle Aged,Female,Unemployed,London,Designer,Internal,05-05-2025,Interviewed,,,,,Await Decision
UB3NNYC,Grace Lynn Garcia,40,Middle Aged,Male,Unemployed,New York,Analyst,Internal,02-05-2025,Joined,14-05-2025,15 Days,22-05-2025,,No Action
0QQSLON,Grace Grace Moore,33,Middle Aged,Female,Employed,London,Designer,Job Portal,09-05-2025,Joined,25-05-2025,15 Days,03-06-2025,,No Action
FAKMHYD,Ivan Marie Martinez,43,Aging,Female,Unemployed,Hyderabad,Engineer,Job Portal,07-05-2025,Accepted,17-05-2025,30 Days,,,Send reminder
10U2SGP,Sophia Victoria Rodriguez,36,Middle Aged,Female,Employed,Singapore,Designer,Referral,05-05-2025,Offered,15-05-2025,15 Days,,,Follow up
GSNRLON,William Lynn Miller,44,Aging,Male,Employed,London,Designer,Job Portal,07-05-2025,Interviewed,,,,13,Await Decision
Y2BOHYD,Emily Rose Clark,26,Young,Female,Unemployed,Hyderabad,Manager,Job Portal,21-05-2025,Interviewed,,,,,Await Decision
I0P0HYD,David Sue Robinson,28,Young,Female,Employed,Hyderabad,Engineer,Job Portal,11-05-2025,Accepted,28-05-2025,15 Days,,,Send reminder
TUWULON,Sarah Scott Clark,30,Middle Aged,Female,Unemployed,London,Engineer,Job Portal,14-05-2025,Offered,25-05-2025,30 Days,,,Follow up
0L5RLON,Sarah Louise Miller,26,Young,Male,Employed,London,Manager,Internal,02-05-2025,Offered,22-05-2025,30 Days,,,Follow up
IXONSGP,Emily Victoria White,32,Middle Aged,Female,Employed,Singapore,Engineer,Internal,29-04-2025,Accepted,12-05-2025,30 Days,,,Send reminder
J4N2HYD,Grace Ray Garcia,33,Middle Aged,Male,Employed,Hyderabad,Manager,Job Portal,08-05-2025,Accepted,22-05-2025,30 Days,,,Send reminder
JOMPLON,Sophia Grace Martinez,34,Middle Aged,Male,Unemployed,London,Designer,Job Portal,13-05-2025,Offered,02-06-2025,Immediately,,,Follow up
LEWLHYD,Ivan Marie Moore,41,Aging,Female,Employed,Hyderabad,Analyst,Campus,02-05-2025,Joined,12-05-2025,15 Days,25-05-2025,,No Action
SKE7HYD,Frank Jane Smith,36,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Referral,29-04-2025,Accepted,10-05-2025,15 Days,,,Send reminder
I5YVSGP,Olivia Grace Davis,28,Young,Female,Unemployed,Singapore,Engineer,Internal,05-05-2025,Accepted,23-05-2025,Immediately,,,Send reminder
1U46LON,James Grace Rodriguez,33,Middle Aged,Female,Employed,London,Manager,Internal,01-05-2025,Interviewed,,,,11,Await Decision
S22FLON,Daniel Jane Wilson,24,Young,Male,Employed,London,Engineer,Internal,05-05-2025,Accepted,21-05-2025,Immediately,,,Send reminder
BSJMHYD,Ava Grace Miller,29,Young,Male,Employed,Hyderabad,Analyst,Job Portal,15-05-2025,Accepted,25-05-2025,30 Days,,,Send reminder
XISXNYC,William Jane Garcia,43,Aging,Female,Unemployed,New York,Engineer,Referral,03-05-2025,Interviewed,,,,,Await Decision
XV5NLON,Michael Lynn Williams,38,Middle Aged,Female,Unemployed,London,Analyst,Job Portal,10-05-2025,Accepted,29-05-2025,30 Days,,15,Send reminder
MK12NYC,Heidi Lee Harris,36,Middle Aged,Non-Binary,Unemployed,New York,Manager,Job Portal,28-04-2025,Interviewed,,,,,Await Decision
6NGQSGP,Eve Louise Jackson,27,Young,Male,Employed,Singapore,Analyst,Referral,08-05-2025,Accepted,23-05-2025,15 Days,,,Send reminder
WEEOSGP,Sophia Drew Davis,23,Young,Female,Unemployed,Singapore,Manager,Internal,11-05-2025,Accepted,23-05-2025,Immediately,,,Send reminder
CP0TNYC,David Dean Jackson,28,Young,Male,Employed,New York,Analyst,Internal,05-05-2025,Joined,23-05-2025,15 Days,03-06-2025,,No Action
52W2NYC,Eve Jane White,42,Aging,Female,Unemployed,New York,Designer,Internal,20-05-2025,Offered,01-06-2025,15 Days,,,Follow up
Z9ZILON,Bob Ann Jones,41,Aging,Male,Employed,London,Designer,Job Portal,20-05-2025,Accepted,09-06-2025,15 Days,,12,Send reminder
QM4USGP,Bob Elizabeth Robinson,37,Middle Aged,Male,Employed,Singapore,Engineer,Referral,07-05-2025,Offered,27-05-2025,Immediately,,,Follow up
X005NYC,Michael William Jones,45,Aging,Male,Unemployed,New York,Designer,Job Portal,02-05-2025,Joined,19-05-2025,30 Days,03-06-2025,,No Action
L58BNYC,Daniel Lee Wilson,34,Middle Aged,Male,Employed,New York,Manager,Job Portal,01-05-2025,Offered,18-05-2025,Immediately,,,Follow up
4H3CHYD,Heidi Louise White,36,Middle Aged,Male,Employed,Hyderabad,Designer,Referral,22-05-2025,Offered,09-06-2025,30 Days,,,Follow up
28BNSGP,Frank Rose Thompson,38,Middle Aged,Male,Unemployed,Singapore,Engineer,Referral,11-05-2025,Interviewed,,,,,Await Decision
3H9VSGP,Ava Lee Harris,44,Aging,Male,Unemployed,Singapore,Manager,Job Portal,11-05-2025,Accepted,23-05-2025,15 Days,,14,Send reminder
N032HYD,David Jane Martin,32,Middle Aged,Female,Unemployed,Hyderabad,Manager,Campus,14-05-2025,Accepted,26-05-2025,30 Days,,,Send reminder
2AZ5NYC,David Scott Smith,36,Middle Aged,Male,Unemployed,New York,Analyst,Internal,12-05-2025,Joined,30-05-2025,Immediately,11-06-2025,,No Action
HA96HYD,David Dean Harris,25,Young,Male,Employed,Hyderabad,Engineer,Campus,02-05-2025,Offered,20-05-2025,15 Days,,,Follow up
41L9SGP,Diana Dean Martinez,38,Middle Aged,Female,Employed,Singapore,Engineer,Referral,04-05-2025,Accepted,14-05-2025,15 Days,,,Send reminder
GAXVSGP,Emily Elizabeth Jones,42,Aging,Male,Unemployed,Singapore,Manager,Referral,23-05-2025,Offered,10-06-2025,15 Days,,,Follow up
7NZDHYD,Daniel Grace Anderson,27,Young,Female,Unemployed,Hyderabad,Manager,Internal,08-05-2025,Offered,20-05-2025,30 Days,,12,Follow up
PKQYNYC,Judy Grace Clark,35,Middle Aged,Male,Employed,New York,Engineer,Referral,27-04-2025,Offered,16-05-2025,30 Days,,,Follow up
NEE1SGP,David Rose Taylor,37,Middle Aged,Male,Employed,Singapore,Engineer,Internal,09-05-2025,Joined,21-05-2025,Immediately,04-06-2025,13,No Action
Y1OCLON,Daniel Rose Thompson,24,Young,Male,Employed,London,Analyst,Referral,06-05-2025,Interviewed,,,,,Await Decision
B877SGP,Frank Jane Davis,32,Middle Aged,Male,Employed,Singapore,Manager,Referral,12-05-2025,Accepted,27-05-2025,30 Days,,,Send reminder
3WJFHYD,Michael Drew Moore,33,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Job Portal,02-05-2025,Offered,21-05-2025,30 Days,,,Follow up
CLRBSGP,Sarah Lee Robinson,39,Middle Aged,Female,Employed,Singapore,Designer,Referral,28-04-2025,Interviewed,,,,,Await Decision
PRFXSGP,Daniel William Miller,37,Middle Aged,Male,Employed,Singapore,Manager,Referral,17-05-2025,Accepted,27-05-2025,15 Days,,,Send reminder
XGKGLON,Olivia Grace Brown,45,Aging,Male,Unemployed,London,Engineer,Referral,13-05-2025,Joined,01-06-2025,30 Days,13-06-2025,7,No Action
GNTTSGP,Sophia Mae White,28,Young,Female,Unemployed,Singapore,Engineer,Referral,09-05-2025,Offered,23-05-2025,15 Days,,,Follow up
NYW0NYC,Diana Ann Martin,43,Aging,Female,Unemployed,New York,Engineer,Internal,03-05-2025,Joined,21-05-2025,15 Days,03-06-2025,,No Action
B7KONYC,William Rose Rodriguez,29,Young,Male,Unemployed,New York,Analyst,Referral,07-05-2025,Accepted,17-05-2025,30 Days,,,Send reminder
7GJONYC,Charlie Jane Rodriguez,37,Middle Aged,Female,Unemployed,New York,Manager,Campus,27-04-2025,Offered,11-05-2025,Immediately,,,Follow up
86OPSGP,Ivan Sue Wilson,35,Middle Aged,Non-Binary,Employed,Singapore,Analyst,Referral,21-05-2025,Offered,10-06-2025,30 Days,,,Follow up
R90VLON,Bob Drew Harris,34,Middle Aged,Non-Binary,Unemployed,London,Manager,Campus,18-05-2025,Accepted,03-06-2025,15 Days,,,Send reminder
NBNJLON,Judy Elizabeth Martinez,27,Young,Male,Unemployed,London,Analyst,Campus,26-04-2025,Accepted,12-05-2025,15 Days,,,Send reminder
CGO7LON,Charlie Mae Jackson,35,Middle Aged,Male,Employed,London,Manager,Referral,24-04-2025,Joined,04-05-2025,Immediately,11-05-2025,,No Action
UC9SNYC,Daniel Lynn Garcia,27,Young,Male,Unemployed,New York,Engineer,Job Portal,13-05-2025,Accepted,01-06-2025,Immediately,,,Send reminder
TF9LSGP,Frank Sue Miller,27,Young,Female,Employed,Singapore,Analyst,Campus,30-04-2025,Interviewed,,,,,Await Decision
TBMVLON,Eve Ray Jones,24,Young,Male,Employed,London,Designer,Campus,04-05-2025,Interviewed,,,,,Await Decision
LVBBHYD,Diana Beth Thompson,26,Young,Male,Unemployed,Hyderabad,Analyst,Referral,15-05-2025,Accepted,27-05-2025,30 Days,,12,Send reminder
PEADNYC,William Lee Taylor,41,Aging,Male,Employed,New York,Manager,Referral,22-05-2025,Accepted,09-06-2025,Immediately,,,Send reminder
QSYYHYD,Olivia Brown,41,Aging,Male,Employed,Hyderabad,Engineer,Campus,06-05-2025,Accepted,17-05-2025,Immediately,,,Send reminder
GMT4SGP,Michael Grace Moore,39,Middle Aged,Male,Employed,Singapore,Manager,Internal,27-04-2025,Accepted,09-05-2025,Immediately,,,Send reminder
JJ7MHYD,William Elizabeth Wilson,41,Aging,Male,Employed,Hyderabad,Engineer,Referral,10-05-2025,Offered,28-05-2025,15 Days,,8,Follow up
QYAZSGP,Daniel Louise Wilson,22,Young,Male,Unemployed,Singapore,Engineer,Internal,19-05-2025,Interviewed,,,,,Await Decision
6OPJNYC,Daniel Rose Clark,30,Middle Aged,Male,Employed,New York,Engineer,Job Portal,05-05-2025,Interviewed,,,,,Await Decision
A60OLON,William Beth Jackson,22,Young,Male,Employed,London,Analyst,Referral,14-05-2025,Accepted,24-05-2025,Immediately,,,Send reminder
GTXYSGP,Ivan William Williams,37,Middle Aged,Female,Unemployed,Singapore,Manager,Campus,30-04-2025,Joined,11-05-2025,30 Days,23-05-2025,,No Action
3K0EHYD,Diana Rose Robinson,26,Young,Male,Unemployed,Hyderabad,Analyst,Campus,07-05-2025,Accepted,27-05-2025,15 Days,,,Send reminder
PLYOLON,Heidi Sue Anderson,39,Middle Aged,Male,Employed,London,Manager,Campus,21-05-2025,Offered,05-06-2025,Immediately,,,Follow up
CK09NYC,Sophia Ann Jackson,36,Middle Aged,Male,Employed,New York,Analyst,Campus,05-05-2025,Accepted,23-05-2025,Immediately,,,Send reminder
2EJ8LON,Olivia Dean Martinez,30,Middle Aged,Male,Employed,London,Engineer,Campus,16-05-2025,Joined,03-06-2025,15 Days,11-06-2025,,No Action
YKGBNYC,Michael Drew Taylor,23,Young,Male,Unemployed,New York,Designer,Campus,12-05-2025,Accepted,25-05-2025,Immediately,,,Send reminder
OYPWNYC,Bob Beth Jackson,34,Middle Aged,Male,Unemployed,New York,Designer,Campus,24-04-2025,Interviewed,,,,,Await Decision
8KVLNYC,Heidi Louise Harris,33,Middle Aged,Male,Unemployed,New York,Engineer,Referral,07-05-2025,Offered,23-05-2025,Immediately,,,Follow up
CDJ8HYD,Sarah Scott Wilson,42,Aging,Female,Employed,Hyderabad,Analyst,Referral,14-05-2025,Offered,01-06-2025,30 Days,,,Follow up
4XAZHYD,Bob Grace Williams,28,Young,Male,Employed,Hyderabad,Manager,Job Portal,12-05-2025,Offered,31-05-2025,Immediately,,15,Follow up
EHHMSGP,Grace Thomas Moore,40,Middle Aged,Female,Employed,Singapore,Designer,Campus,13-05-2025,Interviewed,,,,,Await Decision
OV51NYC,William Lee Thompson,27,Young,Female,Unemployed,New York,Manager,Campus,27-04-2025,Accepted,14-05-2025,30 Days,,11,Send reminder
29RENYC,Alice Grace Martin,33,Middle Aged,Female,Employed,New York,Engineer,Job Portal,15-05-2025,Accepted,29-05-2025,15 Days,,,Send reminder
1A2PSGP,Charlie Brown,27,Young,Female,Unemployed,Singapore,Engineer,Internal,07-05-2025,Offered,22-05-2025,Immediately,,7,Follow up
P25ESGP,Ivan Martin,23,Young,Male,Unemployed,Singapore,Engineer,Campus,02-05-2025,Interviewed,,,,14,Await Decision
FUSZHYD,Alice Ann Miller,36,Middle Aged,Male,Employed,Hyderabad,Designer,Internal,06-05-2025,Interviewed,,,,,Await Decision
WVKKHYD,James Drew White,41,Aging,Female,Unemployed,Hyderabad,Analyst,Internal,25-04-2025,Accepted,05-05-2025,15 Days,,,Send reminder
MRO1NYC,Frank Thomas Taylor,44,Aging,Male,Unemployed,New York,Engineer,Campus,09-05-2025,Joined,27-05-2025,Immediately,11-06-2025,,No Action
SC47LON,Alice Rose Martinez,39,Middle Aged,Male,Unemployed,London,Engineer,Referral,15-05-2025,Interviewed,,,,,Await Decision
JVOYSGP,William Anderson,35,Middle Aged,Female,Unemployed,Singapore,Analyst,Campus,14-05-2025,Joined,24-05-2025,15 Days,04-06-2025,,No Action
UEGPSGP,Alice Beth Smith,24,Young,Female,Unemployed,Singapore,Manager,Internal,21-05-2025,Offered,06-06-2025,30 Days,,,Follow up
D6YANYC,Alice Marie Jones,27,Young,Female,Employed,New York,Designer,Referral,18-05-2025,Joined,29-05-2025,30 Days,05-06-2025,,No Action
V9ALSGP,Ivan Grace Martin,27,Young,Non-Binary,Unemployed,Singapore,Analyst,Referral,14-05-2025,Joined,02-06-2025,Immediately,16-06-2025,,No Action
Y9WQHYD,Olivia Jane Rodriguez,43,Aging,Male,Employed,Hyderabad,Designer,Internal,29-04-2025,Offered,17-05-2025,Immediately,,,Follow up
G17WNYC,Michael Scott Robinson,33,Middle Aged,Female,Employed,New York,Manager,Internal,13-05-2025,Offered,31-05-2025,Immediately,,,Follow up
2EDBHYD,Heidi Thomas Wilson,41,Aging,Non-Binary,Unemployed,Hyderabad,Analyst,Campus,18-05-2025,Offered,30-05-2025,30 Days,,,Follow up
EV2OHYD,David Sue Martin,39,Middle Aged,Male,Unemployed,Hyderabad,Engineer,Internal,28-04-2025,Offered,08-05-2025,30 Days,,,Follow up
IUYLNYC,Olivia Drew Brown,34,Middle Aged,Male,Employed,New York,Engineer,Job Portal,03-05-2025,Accepted,16-05-2025,Immediately,,,Send reminder
2MY5HYD,Grace Ann Anderson,35,Middle Aged,Female,Employed,Hyderabad,Engineer,Referral,17-05-2025,Accepted,27-05-2025,15 Days,,,Send reminder
OB7XLON,Alice Drew Williams,35,Middle Aged,Male,Employed,London,Manager,Internal,03-05-2025,Accepted,23-05-2025,Immediately,,,Send reminder
689LHYD,Alice Ann Clark,41,Aging,Male,Employed,Hyderabad,Analyst,Job Portal,22-05-2025,Accepted,06-06-2025,15 Days,,,Send reminder
HMZWNYC,Diana Scott Thompson,41,Aging,Female,Employed,New York,Engineer,Job Portal,18-05-2025,Offered,02-06-2025,30 Days,,,Follow up
ZNZ3HYD,Charlie Beth Jackson,32,Middle Aged,Female,Employed,Hyderabad,Engineer,Campus,21-05-2025,Accepted,31-05-2025,Immediately,,9,Send reminder
GR0FLON,James Lynn Martin,33,Middle Aged,Female,Unemployed,London,Designer,Internal,23-05-2025,Offered,05-06-2025,30 Days,,7,Follow up
Z919NYC,Judy Victoria Davis,26,Young,Male,Employed,New York,Designer,Referral,12-05-2025,Offered,01-06-2025,15 Days,,8,Follow up
MTTSLON,Charlie Lynn White,44,Aging,Male,Unemployed,London,Manager,Job Portal,14-05-2025,Offered,26-05-2025,15 Days,,,Follow up
0OS6SGP,Eve Mae White,24,Young,Male,Employed,Singapore,Engineer,Referral,27-04-2025,Interviewed,,,,,Await Decision
32DINYC,Bob Ray Williams,36,Middle Aged,Male,Employed,New York,Manager,Internal,14-05-2025,Offered,25-05-2025,Immediately,,,Follow up
V61NNYC,Emily Marie Williams,34,Middle Aged,Non-Binary,Employed,New York,Designer,Job Portal,09-05-2025,Interviewed,,,,,Await Decision
9JP5LON,Sophia Drew Clark,34,Middle Aged,Non-Binary,Employed,London,Engineer,Campus,27-04-2025,Offered,12-05-2025,30 Days,,7,Follow up
4BFMNYC,Heidi Beth Wilson,44,Aging,Female,Unemployed,New York,Designer,Job Portal,14-05-2025,Joined,26-05-2025,30 Days,04-06-2025,,No Action
BU43SGP,David Marie Clark,43,Aging,Female,Employed,Singapore,Engineer,Referral,08-05-2025,Joined,22-05-2025,Immediately,29-05-2025,,No Action
LNC6SGP,Alice Grace White,45,Aging,Female,Employed,Singapore,Manager,Campus,22-05-2025,Joined,10-06-2025,30 Days,18-06-2025,,No Action
TNU4HYD,Sarah Louise Clark,41,Aging,Male,Employed,Hyderabad,Analyst,Job Portal,10-05-2025,Interviewed,,,,,Await Decision
ZXV0HYD,Eve Victoria Harris,30,Middle Aged,Female,Unemployed,Hyderabad,Designer,Internal,03-05-2025,Accepted,22-05-2025,30 Days,,,Send reminder
VVC2NYC,David Scott Taylor,42,Aging,Male,Unemployed,New York,Manager,Job Portal,25-04-2025,Offered,07-05-2025,15 Days,,,Follow up
EH4ELON,Judy Lynn Taylor,30,Middle Aged,Male,Unemployed,London,Manager,Campus,07-05-2025,Accepted,18-05-2025,30 Days,,,Send reminder
G9MGSGP,Heidi Jane Anderson,26,Young,Female,Unemployed,Singapore,Designer,Job Portal,01-05-2025,Joined,19-05-2025,15 Days,26-05-2025,,No Action
HD09HYD,Sarah William Jones,28,Young,Non-Binary,Unemployed,Hyderabad,Manager,Internal,03-05-2025,Accepted,15-05-2025,Immediately,,,Send reminder
6OBCHYD,Alice Lee Anderson,44,Aging,Female,Employed,Hyderabad,Manager,Campus,04-05-2025,Interviewed,,,,,Await Decision
2GNNSGP,Grace Victoria Martinez,36,Middle Aged,Female,Employed,Singapore,Engineer,Internal,13-05-2025,Offered,26-05-2025,Immediately,,10,Follow up
3MX2NYC,William Louise Moore,30,Middle Aged,Female,Unemployed,New York,Manager,Job Portal,10-05-2025,Offered,30-05-2025,30 Days,,,Follow up
A3Q9HYD,David Grace Wilson,30,Middle Aged,Male,Employed,Hyderabad,Engineer,Job Portal,17-05-2025,Accepted,01-06-2025,30 Days,,,Send reminder
EJ5JHYD,Bob Rodriguez,23,Young,Non-Binary,Employed,Hyderabad,Designer,Campus,09-05-2025,Interviewed,,,,,Await Decision
J5MSNYC,David Scott Moore,28,Young,Male,Unemployed,New York,Engineer,Referral,03-05-2025,Interviewed,,,,,Await Decision
EQA4HYD,Daniel Mae Jackson,25,Young,Male,Employed,Hyderabad,Designer,Job Portal,03-05-2025,Accepted,15-05-2025,30 Days,,,Send reminder
PVDXHYD,Sophia Elizabeth Miller,40,Middle Aged,Non-Binary,Employed,Hyderabad,Analyst,Job Portal,26-04-2025,Accepted,06-05-2025,Immediately,,,Send reminder
QUW1HYD,Frank Jane Brown,40,Middle Aged,Non-Binary,Employed,Hyderabad,Engineer,Referral,30-04-2025,Interviewed,,,,,Await Decision
HKFRLON,Daniel Rose Jackson,44,Aging,Male,Employed,London,Engineer,Campus,30-04-2025,Joined,19-05-2025,15 Days,29-05-2025,,No Action
